Cell,Original Cluster,Cluster Nr
Cell1069_1,Group2,2
Cell1070_1,Group1,1
Cell1071_1,Group1,1
Cell1072_1,Group2,2
Cell1073_1,Group5,5
Cell1074_1,Group3,3
Cell1075_1,Group1,1
Cell1076_1,Group3,3
Cell1077_1,Group5,5
Cell1078_1,Group2,2
Cell1079_1,Group5,5
Cell1080_1,Group4,4
Cell1081_1,Group1,1
Cell1082_1,Group2,2
Cell1083_1,Group4,4
Cell1084_1,Group4,4
Cell1085_1,Group4,4
Cell1086_1,Group1,1
Cell1087_1,Group3,3
Cell1088_1,Group4,4
Cell1089_1,Group3,3
Cell1090_1,Group5,5
Cell1091_1,Group5,5
Cell1092_1,Group2,2
Cell1093_1,Group5,5
Cell1094_1,Group2,2
Cell1095_1,Group4,4
Cell1096_1,Group2,2
Cell1097_1,Group2,2
Cell1098_1,Group3,3
Cell1099_1,Group5,5
Cell1100_1,Group4,4
Cell1101_1,Group4,4
Cell1102_1,Group3,3
Cell1103_1,Group2,2
Cell1104_1,Group1,1
Cell1105_1,Group1,1
Cell1106_1,Group5,5
Cell1107_1,Group5,5
Cell1108_1,Group3,3
Cell1109_1,Group1,1
Cell1110_1,Group5,5
Cell1111_1,Group3,3
Cell1112_1,Group1,1
Cell1113_1,Group1,1
Cell1114_1,Group4,4
Cell1115_1,Group4,4
Cell1116_1,Group4,4
Cell1117_1,Group4,4
Cell1118_1,Group5,5
Cell1119_1,Group4,4
Cell1120_1,Group1,1
Cell1121_1,Group4,4
Cell1122_1,Group5,5
Cell1123_1,Group5,5
Cell1124_1,Group1,1
Cell1125_1,Group5,5
Cell1126_1,Group5,5
Cell1127_1,Group5,5
Cell1128_1,Group5,5
Cell1129_1,Group5,5
Cell1130_1,Group5,5
Cell1131_1,Group5,5
Cell1132_1,Group5,5
Cell1133_1,Group1,1
Cell1134_1,Group3,3
Cell1135_1,Group1,1
Cell1136_1,Group4,4
Cell1137_1,Group3,3
Cell1138_1,Group2,2
Cell1139_1,Group5,5
Cell1140_1,Group1,1
Cell1141_1,Group5,5
Cell1142_1,Group5,5
Cell1143_1,Group3,3
Cell1144_1,Group2,2
Cell1145_1,Group5,5
Cell1146_1,Group3,3
Cell1147_1,Group3,3
Cell1148_1,Group5,5
Cell1149_1,Group2,2
Cell1150_1,Group5,5
Cell1151_1,Group4,4
Cell1152_1,Group2,2
Cell1153_1,Group3,3
Cell1154_1,Group1,1
Cell1155_1,Group4,4
Cell1156_1,Group1,1
Cell1157_1,Group5,5
Cell1158_1,Group2,2
Cell1159_1,Group2,2
Cell1160_1,Group3,3
Cell1161_1,Group4,4
Cell1162_1,Group2,2
Cell1163_1,Group2,2
Cell1164_1,Group2,2
Cell1165_1,Group1,1
Cell1166_1,Group3,3
Cell1167_1,Group4,4
Cell1168_1,Group4,4
Cell1169_1,Group5,5
Cell1170_1,Group4,4
Cell1171_1,Group2,2
Cell1172_1,Group4,4
Cell1173_1,Group2,2
Cell1174_1,Group1,1
Cell1175_1,Group5,5
Cell1176_1,Group5,5
Cell1177_1,Group3,3
Cell1178_1,Group5,5
Cell1179_1,Group5,5
Cell1180_1,Group3,3
Cell1181_1,Group1,1
Cell1182_1,Group3,3
Cell1183_1,Group3,3
Cell1184_1,Group1,1
Cell1185_1,Group2,2
Cell1186_1,Group2,2
Cell1187_1,Group5,5
Cell1188_1,Group1,1
Cell1189_1,Group1,1
Cell1190_1,Group4,4
Cell1191_1,Group5,5
Cell1192_1,Group5,5
Cell1193_1,Group1,1
Cell1194_1,Group1,1
Cell1195_1,Group2,2
Cell1196_1,Group5,5
Cell1197_1,Group1,1
Cell1198_1,Group3,3
Cell1199_1,Group1,1
Cell1200_1,Group5,5
Cell1201_1,Group3,3
Cell1202_1,Group1,1
Cell1203_1,Group5,5
Cell1204_1,Group2,2
Cell1205_1,Group4,4
Cell1206_1,Group4,4
Cell1207_1,Group1,1
Cell1208_1,Group1,1
Cell1209_1,Group3,3
Cell1210_1,Group5,5
Cell1211_1,Group1,1
Cell1212_1,Group2,2
Cell1213_1,Group5,5
Cell1214_1,Group2,2
Cell1215_1,Group4,4
Cell1216_1,Group3,3
Cell1217_1,Group1,1
Cell1218_1,Group3,3
Cell1219_1,Group5,5
Cell1220_1,Group4,4
Cell1221_1,Group1,1
Cell1222_1,Group2,2
Cell1223_1,Group5,5
Cell1224_1,Group4,4
Cell1225_1,Group1,1
Cell1226_1,Group3,3
Cell1227_1,Group3,3
Cell1228_1,Group2,2
Cell1229_1,Group2,2
Cell1230_1,Group2,2
Cell1231_1,Group4,4
Cell1232_1,Group1,1
Cell1233_1,Group5,5
Cell1234_1,Group1,1
Cell1235_1,Group2,2
Cell1236_1,Group2,2
Cell1237_1,Group5,5
Cell1238_1,Group5,5
Cell1239_1,Group5,5
Cell1240_1,Group4,4
Cell1241_1,Group5,5
Cell1242_1,Group4,4
Cell1243_1,Group5,5
Cell1244_1,Group4,4
Cell1245_1,Group2,2
Cell1246_1,Group4,4
Cell1247_1,Group4,4
Cell1248_1,Group2,2
Cell1249_1,Group1,1
Cell1250_1,Group3,3
Cell1251_1,Group4,4
Cell1252_1,Group1,1
Cell1253_1,Group3,3
Cell1254_1,Group4,4
Cell1255_1,Group5,5
Cell1256_1,Group1,1
Cell1257_1,Group5,5
Cell1258_1,Group2,2
Cell1259_1,Group1,1
Cell1260_1,Group5,5
Cell1261_1,Group4,4
Cell1262_1,Group4,4
Cell1263_1,Group1,1
Cell1264_1,Group2,2
Cell1265_1,Group5,5
Cell1266_1,Group2,2
Cell1267_1,Group2,2
Cell1268_1,Group5,5
Cell1269_1,Group5,5
Cell1270_1,Group1,1
Cell1271_1,Group4,4
Cell1272_1,Group2,2
Cell1273_1,Group1,1
Cell1274_1,Group1,1
Cell1275_1,Group1,1
Cell1276_1,Group1,1
Cell1277_1,Group3,3
Cell1278_1,Group1,1
Cell1279_1,Group3,3
Cell1280_1,Group3,3
Cell1281_1,Group4,4
Cell1282_1,Group3,3
Cell1283_1,Group5,5
Cell1284_1,Group2,2
Cell1285_1,Group5,5
Cell1286_1,Group3,3
Cell1287_1,Group1,1
Cell1288_1,Group4,4
Cell1289_1,Group3,3
Cell1290_1,Group5,5
Cell1291_1,Group5,5
Cell1292_1,Group2,2
Cell1293_1,Group5,5
Cell1294_1,Group5,5
Cell1295_1,Group4,4
Cell1296_1,Group4,4
Cell1297_1,Group4,4
Cell1298_1,Group5,5
Cell1299_1,Group3,3
Cell1300_1,Group3,3
Cell1301_1,Group1,1
Cell1302_1,Group1,1
Cell1303_1,Group3,3
Cell1304_1,Group3,3
Cell1305_1,Group2,2
Cell1306_1,Group1,1
Cell1307_1,Group2,2
Cell1308_1,Group3,3
Cell1309_1,Group3,3
Cell1310_1,Group5,5
Cell1311_1,Group3,3
Cell1312_1,Group3,3
Cell1313_1,Group4,4
Cell1314_1,Group1,1
Cell1315_1,Group4,4
Cell1316_1,Group2,2
Cell1317_1,Group4,4
Cell1318_1,Group2,2
Cell1319_1,Group1,1
Cell1320_1,Group4,4
Cell1321_1,Group1,1
Cell1322_1,Group5,5
Cell1323_1,Group2,2
Cell1324_1,Group2,2
Cell1325_1,Group5,5
Cell1326_1,Group2,2
Cell1327_1,Group5,5
Cell1328_1,Group3,3
Cell1329_1,Group4,4
Cell1330_1,Group5,5
Cell1331_1,Group5,5
Cell1332_1,Group3,3
Cell1333_1,Group3,3
Cell1334_1,Group4,4
Cell1335_1,Group1,1
Cell1336_1,Group1,1
Cell1337_1,Group2,2
Cell1338_1,Group2,2
Cell1339_1,Group3,3
Cell1340_1,Group1,1
Cell1341_1,Group4,4
Cell1342_1,Group3,3
Cell1343_1,Group4,4
Cell1344_1,Group1,1
Cell1345_1,Group1,1
Cell1346_1,Group4,4
Cell1347_1,Group1,1
Cell1348_1,Group1,1
Cell1349_1,Group1,1
Cell1350_1,Group5,5
Cell1351_1,Group5,5
Cell1352_1,Group2,2
Cell1353_1,Group1,1
Cell1354_1,Group4,4
Cell1355_1,Group2,2
Cell1356_1,Group4,4
Cell1357_1,Group4,4
Cell1358_1,Group4,4
Cell1359_1,Group1,1
Cell1360_1,Group3,3
Cell1361_1,Group2,2
Cell1362_1,Group2,2
Cell1363_1,Group5,5
Cell1364_1,Group1,1
Cell1365_1,Group4,4
Cell1366_1,Group2,2
Cell1367_1,Group1,1
Cell1368_1,Group1,1
Cell1369_1,Group1,1
Cell1370_1,Group5,5
Cell1371_1,Group3,3
Cell1372_1,Group5,5
Cell1373_1,Group2,2
Cell1374_1,Group3,3
Cell1375_1,Group2,2
Cell1376_1,Group2,2
Cell1377_1,Group3,3
Cell1378_1,Group1,1
Cell1379_1,Group5,5
Cell1380_1,Group2,2
Cell1381_1,Group2,2
Cell1382_1,Group1,1
Cell1383_1,Group5,5
Cell1384_1,Group1,1
Cell1385_1,Group3,3
Cell1386_1,Group1,1
Cell1387_1,Group4,4
Cell1388_1,Group3,3
Cell1389_1,Group2,2
Cell1390_1,Group5,5
Cell1391_1,Group3,3
Cell1392_1,Group3,3
Cell1393_1,Group4,4
Cell1394_1,Group5,5
Cell1395_1,Group5,5
Cell1396_1,Group1,1
Cell1397_1,Group4,4
Cell1398_1,Group1,1
Cell1399_1,Group1,1
Cell1400_1,Group1,1
Cell1401_1,Group5,5
Cell1402_1,Group5,5
Cell1403_1,Group3,3
Cell1404_1,Group3,3
Cell1405_1,Group5,5
Cell1406_1,Group2,2
Cell1407_1,Group1,1
Cell1408_1,Group1,1
Cell1409_1,Group3,3
Cell1410_1,Group5,5
Cell1411_1,Group1,1
Cell1412_1,Group5,5
Cell1413_1,Group1,1
Cell1414_1,Group2,2
Cell1415_1,Group1,1
Cell1416_1,Group4,4
Cell1417_1,Group4,4
Cell1418_1,Group5,5
Cell1419_1,Group5,5
Cell1420_1,Group4,4
Cell1421_1,Group2,2
Cell1422_1,Group2,2
Cell1423_1,Group3,3
Cell1424_1,Group4,4
Cell1425_1,Group5,5
Cell1426_1,Group4,4
Cell1427_1,Group5,5
Cell1428_1,Group3,3
Cell1429_1,Group1,1
Cell1430_1,Group5,5
Cell1431_1,Group1,1
Cell1432_1,Group2,2
Cell1433_1,Group5,5
Cell1434_1,Group5,5
Cell1435_1,Group4,4
Cell1436_1,Group5,5
Cell1437_1,Group2,2
Cell1438_1,Group4,4
Cell1439_1,Group2,2
Cell1440_1,Group5,5
Cell1441_1,Group5,5
Cell1442_1,Group4,4
Cell1443_1,Group5,5
Cell1444_1,Group3,3
Cell1445_1,Group1,1
Cell1446_1,Group3,3
Cell1447_1,Group2,2
Cell1448_1,Group2,2
Cell1449_1,Group4,4
Cell1450_1,Group1,1
Cell1451_1,Group1,1
Cell1452_1,Group5,5
Cell1453_1,Group5,5
Cell1454_1,Group3,3
Cell1455_1,Group2,2
Cell1456_1,Group3,3
Cell1457_1,Group3,3
Cell1458_1,Group1,1
Cell1459_1,Group2,2
Cell1460_1,Group1,1
Cell1461_1,Group3,3
Cell1462_1,Group1,1
Cell1463_1,Group5,5
Cell1464_1,Group1,1
Cell1465_1,Group3,3
Cell1466_1,Group5,5
Cell1467_1,Group3,3
Cell1468_1,Group2,2
Cell1469_1,Group2,2
Cell1470_1,Group1,1
Cell1471_1,Group5,5
Cell1472_1,Group1,1
Cell1473_1,Group1,1
Cell1474_1,Group4,4
Cell1475_1,Group5,5
Cell1476_1,Group4,4
Cell1477_1,Group1,1
Cell1478_1,Group1,1
Cell1479_1,Group1,1
Cell1480_1,Group3,3
Cell1481_1,Group3,3
Cell1482_1,Group3,3
Cell1483_1,Group4,4
Cell1484_1,Group3,3
Cell1485_1,Group4,4
Cell1486_1,Group2,2
Cell1487_1,Group4,4
Cell1488_1,Group5,5
Cell1489_1,Group5,5
Cell1490_1,Group3,3
Cell1491_1,Group5,5
Cell1492_1,Group5,5
Cell1493_1,Group4,4
Cell1494_1,Group2,2
Cell1495_1,Group5,5
Cell1496_1,Group1,1
Cell1497_1,Group2,2
Cell1498_1,Group4,4
Cell1499_1,Group1,1
Cell1500_1,Group1,1
Cell1501_1,Group4,4
Cell1502_1,Group1,1
Cell1503_1,Group1,1
Cell1504_1,Group3,3
Cell1505_1,Group2,2
Cell1506_1,Group5,5
Cell1507_1,Group3,3
Cell1508_1,Group2,2
Cell1509_1,Group4,4
Cell1510_1,Group2,2
Cell1511_1,Group1,1
Cell1512_1,Group1,1
Cell1513_1,Group4,4
Cell1514_1,Group2,2
Cell1515_1,Group1,1
Cell1516_1,Group1,1
Cell1517_1,Group3,3
Cell1518_1,Group3,3
Cell1519_1,Group4,4
Cell1520_1,Group4,4
Cell1521_1,Group5,5
Cell1522_1,Group2,2
Cell1523_1,Group3,3
Cell1524_1,Group3,3
Cell1525_1,Group4,4
Cell1526_1,Group2,2
Cell1527_1,Group2,2
Cell1528_1,Group4,4
Cell1529_1,Group4,4
Cell1530_1,Group2,2
Cell1531_1,Group4,4
Cell1532_1,Group5,5
Cell1533_1,Group1,1
Cell1534_1,Group5,5
Cell1535_1,Group4,4
Cell1536_1,Group2,2
Cell1537_1,Group3,3
Cell1538_1,Group2,2
Cell1539_1,Group5,5
Cell1540_1,Group4,4
Cell1541_1,Group5,5
Cell1542_1,Group4,4
Cell1543_1,Group4,4
Cell1544_1,Group1,1
Cell1545_1,Group1,1
Cell1546_1,Group4,4
Cell1547_1,Group4,4
Cell1548_1,Group3,3
Cell1549_1,Group1,1
Cell1550_1,Group1,1
Cell1551_1,Group1,1
Cell1552_1,Group3,3
Cell1553_1,Group4,4
Cell1554_1,Group4,4
Cell1555_1,Group5,5
Cell1556_1,Group1,1
Cell1557_1,Group4,4
Cell1558_1,Group3,3
Cell1559_1,Group3,3
Cell1560_1,Group5,5
Cell1561_1,Group3,3
Cell1562_1,Group1,1
Cell1563_1,Group2,2
Cell1564_1,Group4,4
Cell1565_1,Group3,3
Cell1566_1,Group2,2
Cell1567_1,Group3,3
Cell1568_1,Group4,4
Cell1569_1,Group3,3
Cell1570_1,Group5,5
Cell1571_1,Group5,5
Cell1572_1,Group3,3
Cell1573_1,Group5,5
Cell1574_1,Group4,4
Cell1575_1,Group4,4
Cell1576_1,Group5,5
Cell1577_1,Group5,5
Cell1578_1,Group2,2
Cell1579_1,Group1,1
Cell1580_1,Group1,1
Cell1581_1,Group1,1
Cell1582_1,Group1,1
Cell1583_1,Group1,1
Cell1584_1,Group2,2
Cell1585_1,Group3,3
Cell1586_1,Group3,3
Cell1587_1,Group2,2
Cell1588_1,Group1,1
Cell1589_1,Group1,1
Cell1590_1,Group3,3
Cell1591_1,Group4,4
Cell1592_1,Group3,3
Cell1593_1,Group5,5
Cell1594_1,Group3,3
Cell1595_1,Group2,2
Cell1596_1,Group2,2
Cell1597_1,Group1,1
Cell1598_1,Group1,1
Cell1599_1,Group4,4
Cell1600_1,Group3,3
Cell1601_1,Group1,1
Cell1602_1,Group3,3
Cell1603_1,Group1,1
Cell1604_1,Group3,3
Cell1605_1,Group2,2
Cell1606_1,Group4,4
Cell1607_1,Group5,5
Cell1608_1,Group1,1
Cell1609_1,Group5,5
Cell1610_1,Group3,3
Cell1611_1,Group2,2
Cell1612_1,Group3,3
Cell1613_1,Group3,3
Cell1614_1,Group3,3
Cell1615_1,Group4,4
Cell1616_1,Group4,4
Cell1617_1,Group3,3
Cell1618_1,Group3,3
Cell1619_1,Group4,4
Cell1620_1,Group2,2
Cell1621_1,Group4,4
Cell1622_1,Group3,3
Cell1623_1,Group5,5
Cell1624_1,Group1,1
Cell1625_1,Group2,2
Cell1626_1,Group5,5
Cell1627_1,Group3,3
Cell1628_1,Group2,2
Cell1629_1,Group1,1
Cell1630_1,Group4,4
Cell1631_1,Group3,3
Cell1632_1,Group4,4
Cell1633_1,Group4,4
Cell1634_1,Group1,1
Cell1635_1,Group2,2
Cell1636_1,Group1,1
Cell1637_1,Group2,2
Cell1638_1,Group2,2
Cell1639_1,Group3,3
Cell1640_1,Group5,5
Cell1641_1,Group2,2
Cell1642_1,Group3,3
Cell1643_1,Group1,1
Cell1644_1,Group5,5
Cell1645_1,Group5,5
Cell1646_1,Group3,3
Cell1647_1,Group5,5
Cell1648_1,Group2,2
Cell1649_1,Group1,1
Cell1650_1,Group2,2
Cell1651_1,Group5,5
Cell1652_1,Group5,5
Cell1653_1,Group5,5
Cell1654_1,Group2,2
Cell1655_1,Group5,5
Cell1656_1,Group3,3
Cell1657_1,Group3,3
Cell1658_1,Group5,5
Cell1659_1,Group5,5
Cell1660_1,Group2,2
Cell1661_1,Group3,3
Cell1662_1,Group3,3
Cell1663_1,Group2,2
Cell1664_1,Group4,4
Cell1665_1,Group4,4
Cell1666_1,Group3,3
Cell1667_1,Group5,5
Cell1668_1,Group5,5
Cell1669_1,Group3,3
Cell1670_1,Group4,4
Cell1671_1,Group4,4
Cell1672_1,Group1,1
Cell1673_1,Group5,5
Cell1674_1,Group5,5
Cell1675_1,Group4,4
Cell1676_1,Group5,5
Cell1677_1,Group1,1
Cell1678_1,Group3,3
Cell1679_1,Group1,1
Cell1680_1,Group3,3
Cell1681_1,Group1,1
Cell1682_1,Group4,4
Cell1683_1,Group4,4
Cell1684_1,Group2,2
Cell1685_1,Group5,5
Cell1686_1,Group5,5
Cell1687_1,Group5,5
Cell1688_1,Group3,3
Cell1689_1,Group3,3
Cell1690_1,Group3,3
Cell1691_1,Group5,5
Cell1692_1,Group1,1
Cell1693_1,Group4,4
Cell1694_1,Group2,2
Cell1695_1,Group1,1
Cell1696_1,Group5,5
Cell1697_1,Group5,5
Cell1698_1,Group4,4
Cell1699_1,Group4,4
Cell1700_1,Group4,4
Cell1701_1,Group2,2
Cell1702_1,Group3,3
Cell1703_1,Group5,5
Cell1704_1,Group4,4
Cell1705_1,Group5,5
Cell1706_1,Group5,5
Cell1707_1,Group2,2
Cell1708_1,Group3,3
Cell1709_1,Group3,3
Cell1710_1,Group2,2
Cell1711_1,Group5,5
Cell1712_1,Group3,3
Cell1713_1,Group5,5
Cell1714_1,Group3,3
Cell1715_1,Group4,4
Cell1716_1,Group1,1
Cell1717_1,Group2,2
Cell1718_1,Group5,5
Cell1719_1,Group5,5
Cell1720_1,Group2,2
Cell1721_1,Group3,3
Cell1722_1,Group3,3
Cell1723_1,Group4,4
Cell1724_1,Group4,4
Cell1725_1,Group2,2
Cell1726_1,Group1,1
Cell1727_1,Group4,4
Cell1728_1,Group4,4
Cell1729_1,Group5,5
Cell1730_1,Group2,2
Cell1731_1,Group2,2
Cell1732_1,Group4,4
Cell1733_1,Group2,2
Cell1734_1,Group1,1
Cell1735_1,Group1,1
Cell1736_1,Group4,4
Cell1737_1,Group4,4
Cell1738_1,Group4,4
Cell1739_1,Group5,5
Cell1740_1,Group5,5
Cell1741_1,Group3,3
Cell1742_1,Group1,1
Cell1743_1,Group3,3
Cell1744_1,Group2,2
Cell1745_1,Group5,5
Cell1746_1,Group2,2
Cell1747_1,Group4,4
Cell1748_1,Group3,3
Cell1749_1,Group1,1
Cell1750_1,Group3,3
Cell1751_1,Group4,4
Cell1752_1,Group1,1
Cell1753_1,Group1,1
Cell1754_1,Group5,5
Cell1755_1,Group3,3
Cell1756_1,Group5,5
Cell1757_1,Group4,4
Cell1758_1,Group4,4
Cell1759_1,Group2,2
Cell1760_1,Group3,3
Cell1761_1,Group5,5
Cell1762_1,Group5,5
Cell1763_1,Group3,3
Cell1764_1,Group1,1
Cell1765_1,Group2,2
Cell1766_1,Group3,3
Cell1767_1,Group2,2
Cell1768_1,Group4,4
Cell1769_1,Group2,2
Cell1770_1,Group4,4
Cell1771_1,Group3,3
Cell1772_1,Group3,3
Cell1773_1,Group1,1
Cell1774_1,Group2,2
Cell1775_1,Group1,1
Cell1776_1,Group1,1
Cell1777_1,Group5,5
Cell1778_1,Group2,2
Cell1779_1,Group1,1
Cell1780_1,Group1,1
Cell1781_1,Group5,5
Cell1782_1,Group2,2
Cell1783_1,Group4,4
Cell1784_1,Group4,4
Cell1785_1,Group3,3
Cell1786_1,Group3,3
Cell1787_1,Group4,4
Cell1788_1,Group1,1
Cell1789_1,Group4,4
Cell1790_1,Group4,4
Cell1791_1,Group3,3
Cell1792_1,Group4,4
Cell1793_1,Group4,4
Cell1794_1,Group1,1
Cell1795_1,Group3,3
Cell1796_1,Group5,5
Cell1797_1,Group4,4
Cell1798_1,Group2,2
Cell1799_1,Group4,4
Cell1800_1,Group4,4
Cell1801_1,Group3,3
Cell1802_1,Group1,1
Cell1803_1,Group1,1
Cell1804_1,Group3,3
Cell1805_1,Group4,4
Cell1806_1,Group3,3
Cell1807_1,Group3,3
Cell1808_1,Group3,3
Cell1809_1,Group3,3
Cell1810_1,Group5,5
Cell1811_1,Group5,5
Cell1812_1,Group4,4
Cell1813_1,Group5,5
Cell1814_1,Group2,2
Cell1815_1,Group2,2
Cell1816_1,Group5,5
Cell1817_1,Group3,3
Cell1818_1,Group1,1
Cell1819_1,Group4,4
Cell1820_1,Group3,3
Cell1821_1,Group2,2
Cell1822_1,Group1,1
Cell1823_1,Group2,2
Cell1824_1,Group1,1
Cell1825_1,Group5,5
Cell1826_1,Group1,1
Cell1827_1,Group2,2
Cell1828_1,Group3,3
Cell1829_1,Group2,2
Cell1830_1,Group1,1
Cell1831_1,Group4,4
Cell1832_1,Group3,3
Cell1833_1,Group2,2
Cell1834_1,Group3,3
Cell1835_1,Group5,5
Cell1836_1,Group1,1
Cell1837_1,Group2,2
Cell1838_1,Group5,5
Cell1839_1,Group3,3
Cell1840_1,Group5,5
Cell1841_1,Group5,5
Cell1842_1,Group3,3
Cell1843_1,Group1,1
Cell1844_1,Group5,5
Cell1845_1,Group2,2
Cell1846_1,Group4,4
Cell1847_1,Group1,1
Cell1848_1,Group4,4
Cell1849_1,Group4,4
Cell1850_1,Group5,5
Cell1851_1,Group4,4
Cell1852_1,Group3,3
Cell1853_1,Group4,4
Cell1854_1,Group3,3
Cell1855_1,Group2,2
Cell1856_1,Group5,5
Cell1857_1,Group1,1
Cell1858_1,Group5,5
Cell1859_1,Group2,2
Cell1860_1,Group2,2
Cell1861_1,Group5,5
Cell1862_1,Group2,2
Cell1863_1,Group5,5
Cell1864_1,Group4,4
Cell1865_1,Group2,2
Cell1866_1,Group5,5
Cell1867_1,Group4,4
Cell1868_1,Group3,3
Cell1869_1,Group3,3
Cell1870_1,Group2,2
Cell1871_1,Group2,2
Cell1872_1,Group4,4
Cell1873_1,Group5,5
Cell1874_1,Group5,5
Cell1875_1,Group4,4
Cell1876_1,Group2,2
Cell1877_1,Group4,4
Cell1878_1,Group3,3
Cell1879_1,Group5,5
Cell1880_1,Group1,1
Cell1881_1,Group1,1
Cell1882_1,Group2,2
Cell1883_1,Group1,1
Cell1884_1,Group3,3
Cell1885_1,Group4,4
Cell1886_1,Group4,4
Cell1887_1,Group3,3
Cell1888_1,Group5,5
Cell1889_1,Group3,3
Cell1890_1,Group2,2
Cell1891_1,Group5,5
Cell1892_1,Group2,2
Cell1893_1,Group5,5
Cell1894_1,Group5,5
Cell1895_1,Group5,5
Cell1896_1,Group5,5
Cell1897_1,Group3,3
Cell1898_1,Group5,5
Cell1899_1,Group2,2
Cell1900_1,Group2,2
Cell1901_1,Group1,1
Cell1902_1,Group3,3
Cell1903_1,Group2,2
Cell1904_1,Group1,1
Cell1905_1,Group3,3
Cell1906_1,Group1,1
Cell1907_1,Group1,1
Cell1908_1,Group2,2
Cell1909_1,Group3,3
Cell1910_1,Group1,1
Cell1911_1,Group1,1
Cell1912_1,Group1,1
Cell1913_1,Group3,3
Cell1914_1,Group5,5
Cell1915_1,Group1,1
Cell1916_1,Group4,4
Cell1917_1,Group5,5
Cell1918_1,Group1,1
Cell1919_1,Group5,5
Cell1920_1,Group5,5
Cell1921_1,Group2,2
Cell1922_1,Group1,1
Cell1923_1,Group4,4
Cell1924_1,Group2,2
Cell1925_1,Group3,3
Cell1926_1,Group2,2
Cell1927_1,Group1,1
Cell1928_1,Group3,3
Cell1929_1,Group2,2
Cell1930_1,Group3,3
Cell1931_1,Group5,5
Cell1932_1,Group1,1
Cell1933_1,Group2,2
Cell1934_1,Group3,3
Cell1935_1,Group3,3
Cell1936_1,Group2,2
Cell1937_1,Group1,1
Cell1938_1,Group2,2
Cell1939_1,Group5,5
Cell1940_1,Group3,3
Cell1941_1,Group2,2
Cell1942_1,Group5,5
Cell1943_1,Group3,3
Cell1944_1,Group1,1
Cell1945_1,Group1,1
Cell1946_1,Group1,1
Cell1947_1,Group4,4
Cell1948_1,Group2,2
Cell1949_1,Group5,5
Cell1950_1,Group1,1
Cell1951_1,Group1,1
Cell1952_1,Group4,4
Cell1953_1,Group3,3
Cell1954_1,Group5,5
Cell1955_1,Group4,4
Cell1956_1,Group1,1
Cell1957_1,Group1,1
Cell1958_1,Group2,2
Cell1959_1,Group3,3
Cell1960_1,Group3,3
Cell1961_1,Group3,3
Cell1962_1,Group5,5
Cell1963_1,Group4,4
Cell1964_1,Group4,4
Cell1965_1,Group3,3
Cell1966_1,Group3,3
Cell1967_1,Group4,4
Cell1968_1,Group2,2
Cell1969_1,Group3,3
Cell1970_1,Group5,5
Cell1971_1,Group1,1
Cell1972_1,Group2,2
Cell1973_1,Group1,1
Cell1974_1,Group1,1
Cell1975_1,Group4,4
Cell1976_1,Group4,4
Cell1977_1,Group4,4
Cell1978_1,Group1,1
Cell1979_1,Group4,4
Cell1980_1,Group3,3
Cell1981_1,Group4,4
Cell1982_1,Group2,2
Cell1983_1,Group1,1
Cell1984_1,Group2,2
Cell1985_1,Group4,4
Cell1986_1,Group3,3
Cell1987_1,Group1,1
Cell1988_1,Group5,5
Cell1989_1,Group2,2
Cell1990_1,Group5,5
Cell1991_1,Group2,2
Cell1992_1,Group2,2
Cell1993_1,Group5,5
Cell1994_1,Group5,5
Cell1995_1,Group2,2
Cell1996_1,Group2,2
Cell1997_1,Group5,5
Cell1998_1,Group3,3
Cell1999_1,Group1,1
Cell2000_1,Group5,5
Cell2001_1,Group3,3
Cell2002_1,Group3,3
Cell2003_1,Group4,4
Cell2004_1,Group4,4
Cell2005_1,Group4,4
Cell2006_1,Group1,1
Cell2007_1,Group1,1
Cell2008_1,Group2,2
Cell2009_1,Group1,1
Cell2010_1,Group2,2
Cell2011_1,Group4,4
Cell2012_1,Group1,1
Cell2013_1,Group3,3
Cell2014_1,Group5,5
Cell2015_1,Group5,5
Cell2016_1,Group4,4
Cell2017_1,Group4,4
Cell2018_1,Group4,4
Cell2019_1,Group4,4
Cell2020_1,Group1,1
Cell2021_1,Group4,4
Cell2022_1,Group2,2
Cell2023_1,Group3,3
Cell2024_1,Group4,4
Cell2025_1,Group3,3
Cell2026_1,Group5,5
Cell2027_1,Group5,5
Cell2028_1,Group3,3
Cell2029_1,Group5,5
Cell2030_1,Group3,3
Cell2031_1,Group4,4
Cell2032_1,Group2,2
Cell2033_1,Group5,5
Cell2034_1,Group1,1
Cell2035_1,Group1,1
Cell2036_1,Group5,5
Cell2037_1,Group5,5
Cell2038_1,Group2,2
Cell2039_1,Group1,1
Cell2040_1,Group4,4
Cell2041_1,Group3,3
Cell2042_1,Group3,3
Cell2043_1,Group3,3
Cell2044_1,Group1,1
Cell2045_1,Group3,3
Cell2046_1,Group1,1
Cell2047_1,Group5,5
Cell2048_1,Group4,4
Cell2049_1,Group3,3
Cell2050_1,Group1,1
Cell2051_1,Group3,3
Cell2052_1,Group3,3
Cell2053_1,Group5,5
Cell2054_1,Group2,2
Cell2055_1,Group1,1
Cell2056_1,Group3,3
Cell2057_1,Group4,4
Cell2058_1,Group5,5
Cell2059_1,Group2,2
Cell2060_1,Group1,1
Cell2061_1,Group5,5
Cell2062_1,Group1,1
Cell2063_1,Group2,2
Cell2064_1,Group1,1
Cell2065_1,Group4,4
Cell2066_1,Group3,3
